Task,GUI Info for Filtering,GUI Info for Boosting,GUI Info for Query Expansion,GUI Info for Query Replacement,Number of Screens,Number of Identified Bugs,Number of identified buggy files,Hit@10,Number of hits@10
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,GUI_State_and_All_GUI_Component_IDs,None,3,80,130,0.7875,63
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,3,80,130,0.75,60
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,3,80,130,0.7875,63
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,GUI_State_and_All_GUI_Component_IDs,None,4,80,130,0.7875,63
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,4,80,130,0.7375,59
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,4,80,130,0.7625,61
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,GUI_State_and_All_GUI_Component_IDs,None,2,80,129,0.7875,63
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,2,80,129,0.7375,59
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,2,80,129,0.775,62
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,2,80,129,0.7875,63
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,GUI_State_and_All_GUI_Component_IDs,None,3,80,130,0.7875,63
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,3,80,130,0.75,60
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,3,80,130,0.7875,63
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,3,80,130,0.7625,61
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,GUI_State_and_All_GUI_Component_IDs,None,4,80,131,0.7875,63
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,4,80,131,0.7375,59
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,4,80,131,0.7625,61
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,GUI_State_and_All_GUI_Component_IDs,None,4,80,131,0.75,60
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,GUI_States,2,35,36,0.4125,33
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_States,2,35,36,0.4125,33
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,GUI_States,3,42,51,0.4875,39
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_States,3,42,51,0.5,40
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,GUI_States,4,44,54,0.525,42
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_States,4,44,54,0.5125,41
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,GUI_States,2,67,111,0.55,44
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_States,2,67,111,0.5125,41
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_States,2,67,111,0.5625,45
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,GUI_States,3,67,112,0.55,44
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_States,3,67,112,0.5375,43
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_States,3,67,112,0.5875,47
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,GUI_States,4,67,112,0.5625,45
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_States,4,67,112,0.5375,43
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_States,4,67,112,0.575,46
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,GUI_States,2,67,111,0.55,44
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_States,2,67,111,0.5125,41
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_States,2,67,111,0.5625,45
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,GUI_States,2,67,111,0.4625,37
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,GUI_States,3,67,112,0.55,44
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_States,3,67,112,0.5375,43
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_States,3,67,112,0.5875,47
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,GUI_States,3,67,112,0.4375,35
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,GUI_States,4,67,113,0.5625,45
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_States,4,67,113,0.5375,43
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_States,4,67,113,0.575,46
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,GUI_States,4,67,113,0.4375,35
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,Interacted_GUI_Component_IDs,2,28,28,0.3125,25
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,2,28,28,0.2625,21
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,Interacted_GUI_Component_IDs,3,48,60,0.5625,45
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,3,48,60,0.525,42
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,Interacted_GUI_Component_IDs,4,51,64,0.6125,49
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,4,51,64,0.55,44
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,Interacted_GUI_Component_IDs,2,57,90,0.475,38
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,2,57,90,0.3625,29
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,2,57,90,0.45,36
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,Interacted_GUI_Component_IDs,3,72,120,0.6375,51
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,3,72,120,0.5375,43
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,3,72,120,0.625,50
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,Interacted_GUI_Component_IDs,4,77,127,0.65,52
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,4,77,127,0.5625,45
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,4,77,127,0.625,50
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,Interacted_GUI_Component_IDs,2,57,90,0.475,38
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,2,57,90,0.3625,29
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,2,57,90,0.45,36
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,2,57,90,0.3,24
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,Interacted_GUI_Component_IDs,3,72,120,0.6375,51
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,3,72,120,0.5375,43
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,3,72,120,0.625,50
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,3,72,120,0.4875,39
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,Interacted_GUI_Component_IDs,4,77,128,0.6625,53
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,4,77,128,0.575,46
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,4,77,128,0.6375,51
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,Interacted_GUI_Component_IDs,4,77,128,0.5,40
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,2,37,38,0.425,34
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,37,38,0.4125,33
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,3,50,62,0.5875,47
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,50,62,0.5875,47
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,4,52,65,0.6125,49
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,52,65,0.6,48
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,2,77,126,0.625,50
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,77,126,0.55,44
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,77,126,0.625,50
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,3,79,129,0.675,54
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,79,129,0.65,52
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,79,129,0.7,56
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,4,80,130,0.7,56
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,80,130,0.675,54
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,80,130,0.7,56
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,2,77,126,0.625,50
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,77,126,0.55,44
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,77,126,0.625,50
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,2,77,126,0.5375,43
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,3,79,129,0.675,54
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,79,129,0.65,52
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,79,129,0.7,56
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,3,79,129,0.6125,49
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,GUI_State_and_Interacted_GUI_Component_IDs,4,80,131,0.7,56
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,80,131,0.675,54
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,80,131,0.7,56
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,GUI_State_and_Interacted_GUI_Component_IDs,4,80,131,0.65,52
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,2,37,38,0.425,34
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,2,37,38,0.4125,33
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,3,50,62,0.575,46
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,3,50,62,0.575,46
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,4,52,65,0.6,48
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,4,52,65,0.5875,47
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,2,80,129,0.75,60
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,2,80,129,0.7,56
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,2,80,129,0.7375,59
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,3,80,130,0.7875,63
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,3,80,130,0.725,58
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,3,80,130,0.7625,61
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,4,80,130,0.7375,59
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,4,80,130,0.7,56
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,4,80,130,0.7375,59
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,2,80,129,0.75,60
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,2,80,129,0.7,56
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,2,80,129,0.7375,59
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,All_GUI_Component_IDs,2,80,129,0.7125,57
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,3,80,130,0.7875,63
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,3,80,130,0.725,58
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,3,80,130,0.7625,61
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,All_GUI_Component_IDs,3,80,130,0.725,58
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,All_GUI_Component_IDs,4,80,131,0.7375,59
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,4,80,131,0.7,56
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,All_GUI_Component_IDs,4,80,131,0.7375,59
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,All_GUI_Component_IDs,4,80,131,0.675,54
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,GUI_State_and_All_GUI_Component_IDs,2,37,38,0.425,34
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,2,37,38,0.425,34
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,GUI_State_and_All_GUI_Component_IDs,3,50,62,0.575,46
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,3,50,62,0.575,46
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,GUI_States,None,GUI_State_and_All_GUI_Component_IDs,4,52,65,0.6,48
Filtering+Boosting,GUI_State_and_Interacted_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,4,52,65,0.5875,47
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,GUI_State_and_All_GUI_Component_IDs,2,80,129,0.725,58
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,2,80,129,0.7125,57
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,2,80,129,0.7375,59
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,GUI_State_and_All_GUI_Component_IDs,3,80,130,0.7375,59
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,3,80,130,0.725,58
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,3,80,130,0.75,60
Filtering+Boosting,All_GUI_Component_IDs,GUI_States,None,GUI_State_and_All_GUI_Component_IDs,4,80,130,0.725,58
Filtering+Boosting,All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,4,80,130,0.7,56
Filtering+Boosting,All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,4,80,130,0.725,58
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,GUI_State_and_All_GUI_Component_IDs,2,80,129,0.725,58
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,2,80,129,0.7125,57
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,2,80,129,0.7375,59
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,2,80,129,0.7375,59
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,GUI_State_and_All_GUI_Component_IDs,3,80,130,0.7375,59
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,3,80,130,0.725,58
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,3,80,130,0.75,60
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,3,80,130,0.7625,61
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_States,None,GUI_State_and_All_GUI_Component_IDs,4,80,131,0.725,58
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,4,80,131,0.7,56
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,GUI_State_and_Interacted_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,4,80,131,0.725,58
Filtering+Boosting,GUI_State_and_All_GUI_Component_IDs,All_GUI_Component_IDs,None,GUI_State_and_All_GUI_Component_IDs,4,80,131,0.7125,57
Baseline,,,,,,80,142,0.7,56
Baseline,,,,,,80,142,0.7,56
Baseline,,,,,,80,142,0.7,56
QueryReformulation,NO,NO,GUI_States,None,2,80,142,0.7375,59
QueryReformulation,NO,NO,GUI_States,None,3,80,142,0.725,58
QueryReformulation,NO,NO,GUI_States,None,4,80,142,0.725,58
QueryReformulation,NO,NO,Interacted_GUI_Component_IDs,None,2,80,142,0.7125,57
QueryReformulation,NO,NO,Interacted_GUI_Component_IDs,None,3,80,142,0.7125,57
QueryReformulation,NO,NO,Interacted_GUI_Component_IDs,None,4,80,142,0.725,58
QueryReformulation,NO,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,2,80,142,0.7375,59
QueryReformulation,NO,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,3,80,142,0.725,58
QueryReformulation,NO,NO,GUI_State_and_Interacted_GUI_Component_IDs,None,4,80,142,0.7125,57
QueryReformulation,NO,NO,All_GUI_Component_IDs,None,2,80,142,0.8,64
QueryReformulation,NO,NO,All_GUI_Component_IDs,None,3,80,142,0.7625,61
QueryReformulation,NO,NO,All_GUI_Component_IDs,None,4,80,142,0.775,62
QueryReformulation,NO,NO,GUI_State_and_All_GUI_Component_IDs,None,2,80,142,0.7875,63
QueryReformulation,NO,NO,GUI_State_and_All_GUI_Component_IDs,None,3,80,142,0.75,60
QueryReformulation,NO,NO,GUI_State_and_All_GUI_Component_IDs,None,4,80,142,0.75,60
QueryReformulation,NO,NO,None,GUI_States,2,67,121,0.375,30
QueryReformulation,NO,NO,None,GUI_States,3,67,121,0.375,30
QueryReformulation,NO,NO,None,GUI_States,4,67,121,0.3875,31
QueryReformulation,NO,NO,None,Interacted_GUI_Component_IDs,2,57,98,0.275,22
QueryReformulation,NO,NO,None,Interacted_GUI_Component_IDs,3,72,131,0.475,38
QueryReformulation,NO,NO,None,Interacted_GUI_Component_IDs,4,77,138,0.4625,37
QueryReformulation,NO,NO,None,GUI_State_and_Interacted_GUI_Component_IDs,2,77,139,0.475,38
QueryReformulation,NO,NO,None,GUI_State_and_Interacted_GUI_Component_IDs,3,79,141,0.575,46
QueryReformulation,NO,NO,None,GUI_State_and_Interacted_GUI_Component_IDs,4,80,142,0.6375,51
QueryReformulation,NO,NO,None,All_GUI_Component_IDs,2,80,142,0.7125,57
QueryReformulation,NO,NO,None,All_GUI_Component_IDs,3,80,142,0.725,58
QueryReformulation,NO,NO,None,All_GUI_Component_IDs,4,80,142,0.675,54
QueryReformulation,NO,NO,None,GUI_State_and_All_GUI_Component_IDs,2,80,142,0.7375,59
QueryReformulation,NO,NO,None,GUI_State_and_All_GUI_Component_IDs,3,80,142,0.7625,61
QueryReformulation,NO,NO,None,GUI_State_and_All_GUI_Component_IDs,4,80,142,0.7,56
